# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin2636.fa	taxid assigned	based on 4503/4615 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.98;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2637.fa	taxid assigned	based on 3262/3344 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2638.fa	taxid assigned	based on 2849/2910 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.86;0.79	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2639.fa	taxid assigned	based on 2142/2222 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin264.fa	taxid assigned	based on 2490/2543 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2640.fa	taxid assigned	based on 2374/2412 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2641.fa	taxid assigned	based on 1164/1196 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262804	1.00;1.00;1.00;0.98;0.98;0.96;0.96;0.96;0.96;0.96;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:417
Bin2642.fa	taxid assigned	based on 2780/2813 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.93;0.92;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2643.fa	taxid assigned	based on 2246/2295 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;1.00;1.00;0.99;0.99;0.99;0.99	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
Bin2644.fa	taxid assigned	based on 2421/2443 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.97;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2645.fa	taxid assigned	based on 4097/4276 ORFs	1;131567;2;1783272;1239;47928;1263002	1.00;1.00;1.00;0.94;0.93;0.59;0.55	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:124
Bin2646.fa	taxid assigned	based on 1409/1503 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;2614128;1896979	1.00;1.00;1.00;0.94;0.94;0.93;0.93;0.79;0.79;0.71;0.69	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 27_14
Bin2647.fa	taxid assigned	based on 3182/3240 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;0.99;0.37;0.37	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2648.fa	taxid assigned	based on 1282/1369 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262789	1.00;0.97;0.96;0.95;0.95;0.94;0.94;0.88;0.88;0.85;0.81	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:273
Bin2649.fa	taxid assigned	based on 3639/3777 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.96;0.96;0.93;0.93;0.82	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin265.fa	taxid assigned	based on 2692/2725 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2650.fa	taxid assigned	based on 2378/2532 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.92;0.91;0.42;0.40	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2651.fa	taxid assigned	based on 2745/2843 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.98;0.97;0.97;0.88;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2652.fa	taxid assigned	based on 4314/4352 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.82;0.82;0.82;0.81;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2653.fa	taxid assigned	based on 2890/2991 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.98;0.97	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2654.fa	taxid assigned	based on 2376/2411 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2655.fa	taxid assigned	based on 1916/2010 ORFs	1;131567;2;1224;28216;80840;75682;846;847	1.00;1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.96	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
Bin2656.fa	taxid assigned	based on 2385/2436 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2657.fa	taxid assigned	based on 2451/2476 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.99;0.97;0.97;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2658.fa	taxid assigned	based on 2116/2186 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.96;0.96;0.92;0.90;0.65;0.63;0.63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2659.fa	taxid assigned	based on 2022/2060 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.93;0.90;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin266.fa	taxid assigned	based on 1727/1781 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.98;0.97;0.97;0.96	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin2660.fa	taxid assigned	based on 1631/1688 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2661.fa	taxid assigned	based on 2486/2538 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2662.fa	taxid assigned	based on 2844/2872 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.97;0.96;0.94;0.94;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2663.fa	taxid assigned	based on 1860/1882 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.95;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2664.fa	taxid assigned	based on 2737/2793 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2665.fa	taxid assigned	based on 2179/2226 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2666.fa	taxid assigned	based on 1721/1729 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;0.94;0.91;0.91;0.91;0.86;0.86	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin2667.fa	taxid assigned	based on 2258/2310 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin2668.fa	taxid assigned	based on 1830/1847 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;0.99;0.97;0.95;0.94;0.93;0.93	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no support
Bin2669.fa	taxid assigned	based on 2170/2198 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;29465	1.00;1.00;1.00;0.88;0.88;0.87;0.86;0.86;0.85	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	no support
Bin267.fa	taxid assigned	based on 2483/2533 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.99;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2670.fa	taxid assigned	based on 2724/2757 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.94;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2671.fa	taxid assigned	based on 2106/2147 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.98;0.97;0.96;0.96;0.81	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2672.fa	taxid assigned	based on 1107/1109 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.67;0.67;0.67;0.62;0.62	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2673.fa	taxid assigned	based on 969/977 ORFs	1;131567;2;1224;1236;135625;712;724	1.00;1.00;1.00;0.83;0.81;0.75;0.75;0.63	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no support
Bin2674.fa	taxid assigned	based on 2286/2299 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;1.00;1.00;0.81;0.81;0.77;0.77;0.77;0.77	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin2675.fa	taxid assigned	based on 2136/2339 ORFs	1;131567;2;1783270;68336;976;200643;171549;171551;361210;2049046	1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.53;0.53;0.53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	Porphyromonadaceae bacterium
Bin2676.fa	taxid assigned	based on 2270/2289 ORFs	1;131567;2	1.00;0.99;0.99	Bacteria	no support	no support	no support	no support	no support	no support
Bin2677.fa	taxid assigned	based on 2068/2116 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2678.fa	taxid assigned	based on 2913/2960 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.98;0.94;0.94;0.86;0.82	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2679.fa	taxid assigned	based on 1388/1541 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262813	1.00;1.00;1.00;0.97;0.96;0.94;0.94;0.80;0.80;0.78;0.73	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:492
Bin268.fa	taxid assigned	based on 2312/2346 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;0.97;0.95;0.87;0.85;0.84;0.83	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no support
Bin2680.fa	taxid assigned	based on 2511/2549 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2681.fa	taxid assigned	based on 3472/3493 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.95;0.95;0.80;0.80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin2682.fa	taxid assigned	based on 1806/1847 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.69;0.68	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2683.fa	taxid assigned	based on 3868/4042 ORFs	1;131567;2;1783272;1239;47928;1263002	1.00;1.00;1.00;0.95;0.94;0.65;0.60	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:124
Bin2684.fa	taxid assigned	based on 2160/2249 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2685.fa	taxid assigned	based on 3717/3761 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2686.fa	taxid assigned	based on 2201/2219 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;1.00;1.00;0.82;0.82;0.78;0.78;0.78;0.78	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin2687.fa	taxid assigned	based on 2668/2697 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.96;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2688.fa	taxid assigned	based on 2460/2504 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78;0.78	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin2689.fa	taxid assigned	based on 1163/1213 ORFs	1;131567;2;1783270;68336;976;117743;200644;403978;2021391	1.00;1.00;1.00;0.94;0.94;0.94;0.88;0.87;0.87;0.87	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA	Flavobacteriales bacterium
Bin269.fa	taxid assigned	based on 620/626 ORFs	1;131567;2;1783272;1239;91061;186826;1300;1301	1.00;1.00;1.00;0.70;0.66;0.65;0.45;0.45;0.44	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no support
Bin2690.fa	taxid assigned	based on 796/824 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2691.fa	taxid assigned	based on 3121/3182 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2692.fa	taxid assigned	based on 1314/1364 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2693.fa	taxid assigned	based on 2680/2748 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.70	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2694.fa	taxid assigned	based on 2247/2307 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2695.fa	taxid assigned	based on 2394/2437 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.83;0.82	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2696.fa	taxid assigned	based on 2052/2100 ORFs	1;131567;2	1.00;0.99;0.99	Bacteria	no support	no support	no support	no support	no support	no support
Bin2697.fa	taxid assigned	based on 3966/4015 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.83;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2698.fa	taxid assigned	based on 3072/3206 ORFs	1;131567;2;1783272;1239	1.00;0.99;0.99;0.95;0.94	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2699.fa	taxid assigned	based on 1781/1855 ORFs	1;131567;2;1224;28211;204441;433;434	1.00;1.00;1.00;0.99;0.98;0.93;0.90;0.90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	no support
Bin27.fa	taxid assigned	based on 5890/5976 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin270.fa	taxid assigned	based on 3038/3122 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;0.96;0.96;0.95;0.95;0.93;0.93;0.87;0.85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2700.fa	taxid assigned	based on 2553/2653 ORFs	1;131567;2;1783272;1239;186801;186802;186803;33042	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.94;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	no support
Bin2701.fa	taxid assigned	based on 2433/2474 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2702.fa	taxid assigned	based on 2223/2270 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262777	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.88;0.88;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:167
Bin2703.fa	taxid assigned	based on 2634/2731 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.40	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2704.fa	taxid assigned	based on 2929/2962 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2705.fa	taxid assigned	based on 2436/2480 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.98;0.97;0.97;0.96;0.96;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2706.fa	taxid assigned	based on 2360/2377 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin2707.fa	taxid assigned	based on 7373/7552 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;0.99;0.99;0.92;0.90;0.74;0.74;0.52	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2708.fa	taxid assigned	based on 2231/2259 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2709.fa	taxid assigned	based on 3648/3707 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;574697	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.32	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	no support
Bin271.fa	taxid assigned	based on 4197/4310 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;0.99;0.99;0.99;0.98;0.96;0.96;0.89;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2710.fa	taxid assigned	based on 1361/1394 ORFs	1;131567;2;1783272	1.00;1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin2711.fa	taxid assigned	based on 2012/2043 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2712.fa	taxid assigned	based on 2029/2280 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.64;0.62;0.49;0.44;0.35;0.34	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2713.fa	taxid assigned	based on 3372/3428 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.90;0.88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2714.fa	taxid assigned	based on 1594/1636 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.98;0.97;0.48;0.48;0.45;0.45	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2715.fa	taxid assigned	based on 2285/2398 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.97;0.96;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2716.fa	taxid assigned	based on 1502/1588 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.92;0.92;0.92;0.86;0.86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2717.fa	taxid assigned	based on 2198/2244 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;1.00;1.00;0.98;0.98;0.47;0.45;0.45	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2718.fa	taxid assigned	based on 716/742 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.44;0.44;0.44;0.41;0.40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2719.fa	taxid assigned	based on 2724/2780 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.98;0.97;0.94;0.94;0.47	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin272.fa	taxid assigned	based on 1882/1961 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.70;0.69	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2720.fa	taxid assigned	based on 2440/2488 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.99;0.98;0.98;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2721.fa	taxid assigned	based on 2472/2513 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2722.fa	taxid assigned	based on 984/1119 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;224765;2049047	1.00;1.00;0.99;0.83;0.83;0.83;0.81;0.81;0.49;0.39;0.39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	Prevotellaceae bacterium
Bin2723.fa	taxid assigned	based on 2340/2355 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.89;0.89;0.89;0.89;0.89;0.88;0.87	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2724.fa	taxid assigned	based on 2395/2423 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
